relative_path,filename,extension,input_stage,normalization,mean_r,mean_g,mean_b,std_r,std_g,std_b,image_size,input_mode,status
Non-Recyclable/styrofoam_product/four-types-of-packaging-materials-used-in-the-food-industry.png,four-types-of-packaging-materials-used-in-the-food-industry.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/harmful-chemicals-food-packaging.png,harmful-chemicals-food-packaging.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/image32.png,image32.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/ing-takeaway-foam-lunch-boxes-single-use-food-containers-close-up-1792562215.png,ing-takeaway-foam-lunch-boxes-single-use-food-containers-close-up-1792562215.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/lam-dung-hop-xop-1.png,lam-dung-hop-xop-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/open-styrofoam-boxes-stack-white-background-31184617.png,open-styrofoam-boxes-stack-white-background-31184617.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/p06cz75l.png,p06cz75l.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/plastic_food_containers.png,plastic_food_containers.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/polystyrene-food-boxes-9535739.png,polystyrene-food-boxes-9535739.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/polystyrene-or-styrofoam-protective-packaging-beads-M964HY.png,polystyrene-or-styrofoam-protective-packaging-beads-M964HY.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/ps-foam-containers_20220124_Minh-Mi-Goi_shutterstock_1580179006-web.png,ps-foam-containers_20220124_Minh-Mi-Goi_shutterstock_1580179006-web.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/recycling-05-00030-g001.png,recycling-05-00030-g001.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/secondary-packaging-examples.png,secondary-packaging-examples.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/sfe_zw_slider_styrofoam.png,sfe_zw_slider_styrofoam.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/shutterstock_1027804891-scaled-1.png,shutterstock_1027804891-scaled-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/slide_2.png,slide_2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/square-paper-bowl-e1641526056341.png,square-paper-bowl-e1641526056341.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/stock-photo-different-types-of-food-box-made-of-foam-paper-plastic-564220360.png,stock-photo-different-types-of-food-box-made-of-foam-paper-plastic-564220360.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/strawberry-packaging_.png,strawberry-packaging_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styro-food-packaging-near-me_orig.png,styro-food-packaging-near-me_orig.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-box-on-white-background-food-container-MXTH80.png,styrofoam-box-on-white-background-food-container-MXTH80.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-facts.png,styrofoam-facts.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-garbage1-1.png,styrofoam-garbage1-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-packaging-materials-CFF552.png,styrofoam-packaging-materials-CFF552.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-packaging-peanuts-DM6D71.png,styrofoam-packaging-peanuts-DM6D71.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-packing-peanutes-alternative-header.png,styrofoam-packing-peanutes-alternative-header.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam-takeout-containers-food-1200x628-facebook.png,styrofoam-takeout-containers-food-1200x628-facebook.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam.png,styrofoam.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam2.png,styrofoam2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam20container.png,styrofoam20container.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/styrofoam_waste_1050x700.png,styrofoam_waste_1050x700.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/tapioca20meal20box02.png,tapioca20meal20box02.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/the-drive-toward-sustainability-5050-1536x1536.png,the-drive-toward-sustainability-5050-1536x1536.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/types-of-sustainable-packaging-fb.png,types-of-sustainable-packaging-fb.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/styrofoam_product/w_takeout_trash_wk1003mike_shutterstock_422191876.c86d3627.png,w_takeout_trash_wk1003mike_shutterstock_422191876.c86d3627.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/-to-dark-roasted-250-gm-product-images-orvj9xukmzh-p594973306-0-202211022012.png,-to-dark-roasted-250-gm-product-images-orvj9xukmzh-p594973306-0-202211022012.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/00-staple-free-tea-bags-product-images-orvuii2bcls-p591403149-0-202205171557.png,00-staple-free-tea-bags-product-images-orvuii2bcls-p591403149-0-202205171557.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/016_2a2d9b08-8e22-428e-be37-585f08a246dc_2700x.png,016_2a2d9b08-8e22-428e-be37-585f08a246dc_2700x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1-Coffee1BC-6.png,1-Coffee1BC-6.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1-elaichi-tea-blended-with-100-natural-ground-1kg-1-pouch-original-imagpgyq39ssnd4s.png,1-elaichi-tea-blended-with-100-natural-ground-1kg-1-pouch-original-imagpgyq39ssnd4s.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/100-drip-coffee-bags-with-100-pure-arabica-coffee-powder-roast-original-imagbanvzakf9tcq.png,100-drip-coffee-bags-with-100-pure-arabica-coffee-powder-roast-original-imagbanvzakf9tcq.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/100-garcinia-cinnamon-arabica-green-coffee-coffee-beans-box-original-imagfyuvbhn6jghf.png,100-garcinia-cinnamon-arabica-green-coffee-coffee-beans-box-original-imagfyuvbhn6jghf.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1000_F_303302310_FaotLOxeKozxXv11SZlhdiP30DhhTOIZ.png,1000_F_303302310_FaotLOxeKozxXv11SZlhdiP30DhhTOIZ.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1000_F_607272060_auiUJOv4BIAP91ux7qJz74i3JAKbLegc.png,1000_F_607272060_auiUJOv4BIAP91ux7qJz74i3JAKbLegc.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/11856-01-Roasted-Chicory-Root-Powder-250g-1.png,11856-01-Roasted-Chicory-Root-Powder-250g-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1200px-Latte_and_dark_coffee.png,1200px-Latte_and_dark_coffee.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/13-Best-Coffee-Powders-In-India-2021.png,13-Best-Coffee-Powders-In-India-2021.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/154947875.wildland.packaging.png,154947875.wildland.packaging.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1JqctqHKmoMeugSMxsSKhpg.png,1JqctqHKmoMeugSMxsSKhpg.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/1_3__2.png,1_3__2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/2013-03-05-08.51.26.png,2013-03-05-08.51.26.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/225-green-coffee-beans-powder-225-g-with-lemongrass-ginger-green-original-imafbh9ygzhgqh82.png,225-green-coffee-beans-powder-225-g-with-lemongrass-ginger-green-original-imafbh9ygzhgqh82.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/239869-coffee.png,239869-coffee.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/23_1200x1200.png,23_1200x1200.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/250-kerala-fresh-coffee-beans-powder-blended-with-chicory-80-20-original-imag9rfchctuww9g.png,250-kerala-fresh-coffee-beans-powder-blended-with-chicory-80-20-original-imag9rfchctuww9g.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/27r-used-coffee-grounds-1024x600.png,27r-used-coffee-grounds-1024x600.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/3_b1846eaf-f53b-47b7-aec2-e163cf50171f_480x480.png,3_b1846eaf-f53b-47b7-aec2-e163cf50171f_480x480.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/3_d72a8c69-d0f8-4ace-9ca1-792ed274da2e_1024x.png,3_d72a8c69-d0f8-4ace-9ca1-792ed274da2e_1024x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/41F0KiwPjPL._AC_UF10001000_QL80_.png,41F0KiwPjPL._AC_UF10001000_QL80_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/440-jaggery-hot-coffee-440gm-box-box-1-coffee-beans-foodia-original-imagmqtcjstu7ngm.png,440-jaggery-hot-coffee-440gm-box-box-1-coffee-beans-foodia-original-imagmqtcjstu7ngm.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/4x12-Coffee-Sampler-LG_1024x1024.png,4x12-Coffee-Sampler-LG_1024x1024.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/5_327d531b-bc9d-43a7-b3b9-2db3c568ae2a_480x480.png,5_327d531b-bc9d-43a7-b3b9-2db3c568ae2a_480x480.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/61N5Zw-CwkL._AC_UF10001000_QL80_.png,61N5Zw-CwkL._AC_UF10001000_QL80_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/634e56bb6131e628c47a9d26-coffee-tea-bags-single-serve-premium.png,634e56bb6131e628c47a9d26-coffee-tea-bags-single-serve-premium.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/640px-TEDxAMS2011_044.JPG.png,640px-TEDxAMS2011_044.JPG.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/6431022e1d17017586242883-sumdirect-disposable-tea-filter-bags.png,6431022e1d17017586242883-sumdirect-disposable-tea-filter-bags.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/64401cc749bcb9512376a828-colonial-coffee-packets-pre-ground.png,64401cc749bcb9512376a828-colonial-coffee-packets-pre-ground.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/68345197.png,68345197.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/6_e1bf33f9-cb52-45ad-a2e4-8ff8b2f6dd6d_1800x.png,6_e1bf33f9-cb52-45ad-a2e4-8ff8b2f6dd6d_1800x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/71KmHGsjAQL._AC_UF10001000_QL80_.png,71KmHGsjAQL._AC_UF10001000_QL80_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/71KmHGsjAQL.png,71KmHGsjAQL.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/71RkAXGxqL._AC_UF10001000_QL80_.png,71RkAXGxqL._AC_UF10001000_QL80_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/71VjiXtBQ4L._AC_UF8941000_QL80_.png,71VjiXtBQ4L._AC_UF8941000_QL80_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/71zKEKtQfL.png,71zKEKtQfL.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/7ef3ae48cc20439dbee2d1326eb6b417.png,7ef3ae48cc20439dbee2d1326eb6b417.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/81T4CniZrgL._AC_UF10001000_QL80_.png,81T4CniZrgL._AC_UF10001000_QL80_.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/8906088701667_2_533x.png,8906088701667_2_533x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/CA4A5068_1000x1000.png,CA4A5068_1000x1000.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/CA4A5069b_300x.png,CA4A5069b_300x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/CCC-PDP-GrabBag-CoffeeAndTea--White_1400x.png,CCC-PDP-GrabBag-CoffeeAndTea--White_1400x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Cinnamon_4_1080x.png,Cinnamon_4_1080x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Coffee-and-tea-bags_Shutterstock_Jouke-van-Keulen.png,Coffee-and-tea-bags_Shutterstock_Jouke-van-Keulen.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/CoffeeBeans_1024x.png,CoffeeBeans_1024x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Coffee_TeaBags_RGB_2.png,Coffee_TeaBags_RGB_2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Cool20facts20about20Tea2028629.png,Cool20facts20about20Tea2028629.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Dip-Bag-01-600x600.png,Dip-Bag-01-600x600.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/EwRibzWW8AMwyeP.png,EwRibzWW8AMwyeP.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/FUR.TEA.107739981_1672739541471.png,FUR.TEA.107739981_1672739541471.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/FUR.TEA.27739890_1672739478453.png,FUR.TEA.27739890_1672739478453.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/FUR.TEA.27739890_1672739479680.png,FUR.TEA.27739890_1672739479680.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/FUR.TEA.47739945_1672739470040.png,FUR.TEA.47739945_1672739470040.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/FUR.TEA.97739955_1672739528138.png,FUR.TEA.97739955_1672739528138.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/GlobalSeriesLiquidCoffeeBrews-ArabicCardamom-TrialImage_1200x1200.png,GlobalSeriesLiquidCoffeeBrews-ArabicCardamom-TrialImage_1200x1200.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Green-Beans-Coffee-2.png,Green-Beans-Coffee-2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Green-Coffee-Bags.png,Green-Coffee-Bags.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Green-Coffee-Green-Tea-Bags-SDL352859297-1-9e4d7.png,Green-Coffee-Green-Tea-Bags-SDL352859297-1-9e4d7.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Green-Coffee.png,Green-Coffee.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Green-Zipper-15-Tea-Bags-500x500.png,Green-Zipper-15-Tea-Bags-500x500.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Hugo-Coffee-Tea-bags.png,Hugo-Coffee-Tea-bags.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/IMG_20210615_140202_1_99c77e7f-6033-43bd-b5d6-bac37c2cb86b_1024x.png,IMG_20210615_140202_1_99c77e7f-6033-43bd-b5d6-bac37c2cb86b_1024x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/IMG_7701.JPG.png,IMG_7701.JPG.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/IMG_7747.JPG.png,IMG_7747.JPG.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Indian_coffee_beans.png,Indian_coffee_beans.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Kilimanjaro-Tanzania-Roasted-Coffee-Beans-_2_1200x.png,Kilimanjaro-Tanzania-Roasted-Coffee-Beans-_2_1200x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/LaurenElliePhoto-04001_06e128bc-2494-45da-8b95-d58055a1b85d_600x.png,LaurenElliePhoto-04001_06e128bc-2494-45da-8b95-d58055a1b85d_600x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/MP000000016744408_658Wx734H_202303032000391.png,MP000000016744408_658Wx734H_202303032000391.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Maplenut-Large.png,Maplenut-Large.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Masala-Chai-Tin-Can-_200gm.png,Masala-Chai-Tin-Can-_200gm.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Naivo-Craft-Coffee-With-Coffee-Brewing-Equipment.png,Naivo-Craft-Coffee-With-Coffee-Brewing-Equipment.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/PS_ImmunityBoost_Pack-MockUp-with-Teabag_FRONT_600x.png,PS_ImmunityBoost_Pack-MockUp-with-Teabag_FRONT_600x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Progetto-senza-titolo.png,Progetto-senza-titolo.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/RealCoffeeBag-2-1024x768.png,RealCoffeeBag-2-1024x768.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/S7e1e604f3d034f399a52858e8be639dfQ.png,S7e1e604f3d034f399a52858e8be639dfQ.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Steeped-Coffee-01-hero-sub-1170x780.png,Steeped-Coffee-01-hero-sub-1170x780.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/TRYOURFLAVOURSslides_0_1badd587-e728-4880-af9d-0751df69b9f4_1500x.png,TRYOURFLAVOURSslides_0_1badd587-e728-4880-af9d-0751df69b9f4_1500x.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Tassyam-Ground-Coffee-150-gm-SDL893659180-1-dc5dd.png,Tassyam-Ground-Coffee-150-gm-SDL893659180-1-dc5dd.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Organic/coffee_tea_bags/Teabags-and-coffee-grounds.png,Teabags-and-coffee-grounds.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
